,Endereços,Identificador
10533,"""https://escolatracosecores.com.br/microsoftowa_365/8888/Inv/index.php""",
10534,"""https://esparcelesus.com""","""url"""
10535,"""https://esparcelesus.com/""","""url"""
10536,"""https://esquemascar.blogspot.com""","""url"""
10537,"""https://esquemascar.blogspot.com/""","""url"""
10538,"""https://etc-neimal-jp.hy1sc.top/""","""url"""
10539,"""https://etc.co.jp.linkto.jingshanlinfu.com/jp""","""url"""
10540,"""https://etc.co.jp.linkto.lanzhouzp.com/jp""","""url"""
10541,"""https://etc.co.jp.linkto.songyuanjob.com/jp""","""url"""
10542,"""https://etccipcjapan.cc/pc/login/?Rfunccode=1013000000&amp;nextfunc=101",
10543,"""https://etcsuserjapansaf.cc/pc/login/""","""url"""
10544,"""https://etoingenierialtda.com""","""url"""
10545,"""https://etoingenierialtda.com/""","""url"""
10546,"""https://eu2.contabostorage.com/17369aa91d5549c192b0f736d5822403:rr-fron",
10547,"""https://ev.lumenjournal.org/wapp/index.html""","""url"""
10548,"""https://eventskrafton.co""","""url"""
10549,"""https://eventskrafton.co/""","""url"""
10550,"""https://everestmotors.com.np/style/gallery/est/verification.php""","""url"""
10551,"""https://exchangepolygon.net""","""url"""
10552,"""https://exchangepolygon.net/""","""url"""
10553,"""https://exoduswalluet.splashthat.com""","""url"""
10554,"""https://express.adobe.com/page/sa5KSsFfJC86V/""","""url"""
10555,"""https://expresso.bradesco/html/index.shtm""","""url"""
10556,"""https://ezaki-lab.littlestar.jp/2021comlyse/service/telstra/myid.telstr",
10557,"""https://ezaki-lab.littlestar.jp/2021comlyse/service/telstra/myid.telstr",
10558,"""https://ezaki-lab.littlestar.jp/2021comlyse/service/telstra/myid.telstr",
10559,"""https://ezaki-lab.littlestar.jp/2021comlyse/service/telstra/myid.telstr",
10560,"""https://f-trk.w4jt.in/ga/unsubscribe/2-55597853-5373-2455-4892-40280b5d",
10561,"""https://f.xdref.com/?id=3D19LAKY1n039892""","""url"""
10562,"""https://f004.backblazeb2.com/file/Kongon/livingfaith.html""","""url"""
10563,"""https://f004.backblazeb2.com/file/malleiform-lifer-3072662bbefbf/login.",
10564,"""https://facebookappeal1002154854545610230.netlify.app""","""url"""
10565,"""https://facebookappeal1002154854545610230.netlify.app/""","""url"""
10566,"""https://facebookreview2001320221302855145963318.netlify.app""","""url"""
10567,"""https://facebookreview2001320221302855145963318.netlify.app/""","""url"""
10568,"""https://faceit.premiumbattles.com""","""url"""
10569,"""https://faceitournaments.ru""","""url"""
10570,"""https://fadhelec.com.ec/htmlwe/loader/uploads/Skystar_Co_K.S.A_Purchase",
10571,"""https://fadhelec.com.ec/htmlwe/loader/uploads/Skystar_Co_K.S.A_Purchase",
10572,"""https://fairshareforartists.org/lbpiaccess1/""","""url"""
10573,"""https://faisonfilms.com/wp-includes/jOA/""","""url"""
10574,"""https://faizankhan0408.github.io/netflix-project""","""url"""
10575,"""https://faizankhan0408.github.io/netflix-project/""","""url"""
10576,"""https://fanboyscollectors.com/blogs/secure""","""url"""
10577,"""https://fanboyscollectors.com/blogs/secure/""","""url"""
10578,"""https://farmedkimya.com/login.html""","""url"""
10579,"""https://fast.track-cargo.com/wp-content/uploads/https/officeonline/cgi-",
10580,"""https://fax-018102doc22042022-1311426938.cos.ap-nanjing.myqcloud.com/do",
10581,"""https://fdsproduct2705.com/b9b972b286369713876e03ec7/product/SKU1654484",
10582,"""https://ferns0987.wixsite.com/my-site""","""url"""
10583,"""https://fhbhawai.com/j/m/k/b.php""","""url"""
10584,"""https://ficohsavalidar.ficohsabanco.repl.co/""","""url"""
10585,"""https://fil-led.000webhostapp.com/example""","""url"""
10586,"""https://file-share-mailbox.auuth-datings.workers.dev""","""url"""
10587,"""https://file-share-mailbox.auuth-datings.workers.dev/""","""url"""
10588,"""https://file170.gofile.io/download/direct/b388f0c4-ef27-4c35-969e-fbe3c",
10589,"""https://fimdemescomhiper.com""","""url"""
10590,"""https://fimdemescomhiper.com/""","""url"""
10591,"""https://financepouche.com/ch/manage/""","""url"""
10592,"""https://financialadvicers.com""","""url"""
10593,"""https://financialadvicers.com/""","""url"""
10594,"""https://findmy-iphone.com-itrack.us/expire""","""url"""
10595,"""https://findmy-iphone.com-itrack.us/expire/""","""url"""
10596,"""https://findmy-iphone.com-itrack.us/expire/index2.html""","""url"""
10597,"""https://firebasestorage.googleapis.com/v0/b/aspire-127b7.appspot.com/o/",
10598,"""https://firebasestorage.googleapis.com/v0/b/jonfrnogomint.appspot.com/o",
10599,"""https://firebasestorage.googleapis.com/v0/b/kashytrome.appspot.com/o/zx",
10600,"""https://first-formulary-hypesquad.com""","""url"""
10601,"""https://first-formulary-hypesquad.com/""","""url"""
10602,"""https://firstrpfpdf.weebly.com/""","""url"""
10603,"""https://fisiosolutionsequipemulti.com.br/FRONTLINEFIREPROTECTION/office",
10604,"""https://fisiosolutionsequipemulti.com.br/FRONTLINEFIREPROTECTION/office",
10605,"""https://fit-cycle.com/CD/docusign%20ofices/""","""url"""
10606,"""https://fixedannuityrates.co/invupdt/updation/""","""url"""
10607,"""https://flow.page/broadbctinternei298302ka/""","""url"""
10608,"""https://fluksrv.mycpanel.rs/ch/viseca.ch""","""url"""
10609,"""https://flyairprestige.com/delivery/USPS/""","""url"""
10610,"""https://fmi.lk/wp""","""url"""
10611,"""https://fmi.lk/wp/""","""url"""
10612,"""https://fmi.lk/wp/zx.php""","""url"""
10613,"""https://fmwebapp.azurewebsites.net/login/voicemail.html""","""url"""
10614,"""https://fokasbeyond.com/wp-content/uploads/2022/""","""url"""
10615,"""https://folder-document.protect-shaared.workers.dev""","""url"""
10616,"""https://folder-document.protect-shaared.workers.dev/""","""url"""
10617,"""https://folkstaracademy.com/home/863a121b407a9a43a50e08ac77392a03/""","""ur"
10618,"""https://forfecom.tk""","""url"""
10619,"""https://forfecom.tk/""","""url"""
10620,"""https://forfecom.tk/mel/index.php""","""url"""
10621,"""https://form.jotform.com/221013492988056""","""url"""
10622,"""https://forms.gle/5wJUV4GLRX78XUn4A""","""url"""
10623,"""https://forms.gle/9bWawhpz5Vi7iLpe6""","""url"""
10624,"""https://forms.gle/b7LqAaL42JUfFiW1A""","""url"""
10625,"""https://forms.gle/eozLrNNF7jH84xDP8""","""url"""
10626,"""https://forms.gle/iai7PZM4pXYb145i9""","""url"""
10627,"""https://forms.gle/RWPcmhm8Vtfa7f4M8""","""url"""
10628,"""https://forms.gle/Sj21EHDEbhKcpVfv6""","""url"""
10629,"""https://forms.gle/uqZZZNxV4CfHU3YR9""","""url"""
10630,"""https://forms.gle/V5XTNYWt5s6zvpp27""","""url"""
10631,"""https://forms.gle/W6uH9P66Tdq6L1M66""","""url"""
10632,"""https://forms.gle/x3AASFfaZSRL8Pcr9""","""url"""
10633,"""https://forms.monday.com/forms/5ed641e5cabd481304386f35b9120276/""","""url"""
10634,"""https://forms.zohopublic.com/huntcent0/form/SIGNINYOURBTACCOUNTCORRECTL",
10635,"""https://forms.zohopublic.com/temitophfhhd83/form/SIGNINYOURBTCORRECTLY/",
10636,"""https://forms.zohopublic.eu/dayeatarm/form/SIGNINYOURBTACCOUNTHERECORRE",
10637,"""https://forms.zohopublic.eu/seejog/form/SIGNINYOURBTACCOUNTHERECORRECTL",
10638,"""https://formulirpembatalanpemblokiranakunforfacebook.weebly.com/amankan",
10639,"""https://fortworthphysicaltherapist.com/loki/onedri/one/""","""url"""
10640,"""https://fotracevent.com/wp-content/themes/Home/customer_center/customer",
10641,"""https://fourseasons-elements.com/?rid=OTbRkTh""","""url"""
10642,"""https://fra1.digitaloceanspaces.com/21536ssharefiles/2ndffs.html""","""url"""
10643,"""https://fra1.digitaloceanspaces.com/sharedfiles897/3sndftr.html""","""url"""
10644,"""https://fra1.digitaloceanspaces.com/sharep123/index.html""","""url"""
10645,"""https://freedownload.vip/Unpleasant.exe""","""url"""
10646,"""https://freenazi-gen.s3.fr-par.scw.cloud/index_freenazi_gen_374847.html",
10647,"""https://freifunk-wak.de/wp-includes/XTr/?m=pata@agnewlaw.com""","""url"""
10648,"""https://friendly-volhard.62-210-144-209.plesk.page/""","""url"""
10649,"""https://fsp.buet.ac.bd/wp-admin/css/colors/midnight/mkbnetbankar.hu/897",
10650,"""https://ftp.cnc.fr/DK-B/""","""url"""
10651,"""https://fukreyboom.com/N26/""","""url"""
10652,"""https://furnituremanila.com/mmatipscom/IactRf3Hsz/""","""url"""
10653,"""https://fweowpqeoq425.ml/nfhr8iw-sh3dws0d-rf3osd3ew9qd-ew3oire4qs-dw2se",
10654,"""https://fweowpqeoq425.ml/nfhr8iw-sh3dws0d-rf3osd3ew9qd-ew3oire4qs-dw2se",
10655,"""https://fyambe.news/cgi-bin/PJMjj3QG/""","""url"""
10656,"""https://fyambe.news/cgi-bin/Wbe40tfynFs4rC/""","""url"""
10657,"""https://fyarshi.com/redelivery/attached/Royal_Mail_ReDelivery.exe""","""url"
10658,"""https://g-mtcc.com/Webmail/webmail.php""","""url"""
10659,"""https://g7656fhgu6.weebly.com/""","""url"""
10660,"""https://galaxy-catering.com.vn/galxy/Fg1vvhlYJ/""","""url"""
10661,"""https://gamesspectrum.com/wp-content/yeniamx/yeniamx/asbthy/dax/index.p",
10662,"""https://gartic-103928.azurewebsites.net/inicio.php""","""url"""
10663,"""https://gcopk.org/mtb-acc""","""url"""
10664,"""https://gcp.olympus.io/api/v1/share/file/download-via-public-link?linkI",
10665,"""https://gelish.com/email-hog/YXaPiWbFMKT/""","""url"""
10666,"""https://generator.discordnitrogift.com/Php/newdocs/""","""url"""
10667,"""https://gerenciador-empresa-aut.com/""","""url"""
10668,"""https://gerenciamentocaixa.ml/IBIndexCC.php""","""url"""
10669,"""https://gerenciamentocaixa.ml/IBIndexCCS.php""","""url"""
10670,"""https://gerenciamentocaixa.ml/IBIndexInicio.php""","""url"""
10671,"""https://gerenciamentocaixa.ml/IBIndexInicioASS.php""","""url"""
10672,"""https://gerenciamentocaixa.ml/IBIndexInicioCC.php""","""url"""
10673,"""https://gerenciamentocaixa.ml/IBIndexInicioCEL.php""","""url"""
10674,"""https://gerenciamentocaixa.ml/IBIndexInicioProsseguir.php""","""url"""
10675,"""https://germany-amazon.blogspot.com""","""url"""
10676,"""https://germany-amazon.blogspot.com/""","""url"""
10677,"""https://getinfoproductllc.com/r/f6bb8e1e-dc23-400c-81e9-f861e603c922/47",
10678,"""https://gfdsnb.lcbcvp.cn/""","""url"""
10679,"""https://gfytr7.weeblysite.com/""","""url"""
10680,"""https://ghorana.com/wap/english%20newchn/newchn/""","""url"""
10681,"""https://gifttnitro.xyz/nitro""","""url"""
10682,"""https://gilardillc1.wixsite.com/zimbra""","""url"""
10683,"""https://github.com/ProIntegritate/Yara-rules/blob/master/Webshell.yara""",
10684,"""https://github.com/SIFalcon/Detection/blob/main/Yara/Filetypes/iso.yar""",
10685,"""https://glaze-tinted-guardian.glitch.me""","""url"""
10686,"""https://glaze-tinted-guardian.glitch.me/""","""url"""
10687,"""https://globa.kz/wp-admin/b/aspx.php""","""url"""
10688,"""https://global-package.tempurl.host/pack/cart/dhl/info.php""","""url"""
10689,"""https://go.jewelcaves.com/on/""","""url"""
10690,"""https://go.msccruises.com/n/MjcxLURKTi0xOTkAAAGE4qTb9JupZ4SwHjMyZW9RaD4",
10691,"""https://go.wu.company""","""url"""
10692,"""https://go.wu.company/""","""url"""
10693,"""https://go.wu.company/web/user""","""url"""
10694,"""https://go.wu.company/web/user/""","""url"""
10695,"""https://goepqwepq532.ga/wosds-0ewpasda-desd8e9qa-swqoad-wqoaishfyrijsdh",
10696,"""https://goepqwepq532.ga/wosds-0ewpasda-desd8e9qa-swqoad-wqoaishfyrijsdh",
10697,"""https://goepqwepq532.ga/wosds-0ewpasda-desd8e9qa-swqoad-wqoaishfyrijsdh",
10698,"""https://goepqwepq532.ga/wosds-0ewpasda-desd8e9qa-swqoad-wqoaishfyrijsdh",
10699,"""https://goepqwepq532.ga/wosds-0ewpasda-desd8e9qa-swqoad-wqoaishfyrijsdh",
10700,"""https://goepqwepq532.ga/wosds-0ewpasda-desd8e9qa-swqoad-wqoaishfyrijsdh",
10701,"""https://goldwin.incode.jp/ken/login.htm""","""url"""
10702,"""https://gomlekistanbul.mbs.ist/NUNX0/xxWW1/""","""url"""
10703,"""https://goo.su/aksF""","""url"""
10704,"""https://goodstuffdist.com/images/wpThumbnails/images/clips/wam.exe""","""ur"
10705,"""https://gototrang.com/rasc?stepid=anZpbGxvc2xhZGFwdWNoZUB5YWhvby5lcw==&",
10706,"""https://gototrang.com/rasc?stepid=bmF0aXNybEB5YWhvby5jb20=&amp;amp""","""ur"
10707,"""https://gototrang.com/rasc?stepid=ZWxlbmEuZGtAZWRlLmphenp0ZWwuZXM=&amp;",
10708,"""https://gowcr.com/pou/temporevitae6695832""","""url"""
10709,"""https://grabmaidapkssms80.online/ausfpx_888a/nab/""","""url"""
10710,"""https://grandiose-government.flywheelsites.com/z0n51-ca/b1d0c5a93ae0469",
10711,"""https://graphictrunk.com/smoke/loader/uploads/Lhevqda_Azlnvmpn.jpg""","""ur"
10712,"""https://green-limit-71ed.coboya75089342.workers.dev""","""url"""
10713,"""https://green-limit-71ed.coboya75089342.workers.dev/""","""url"""
10714,"""https://greenbx.xyz/ausfpx_888a/nab""","""url"""
10715,"""https://greenbx.xyz/ausfpx_888a/nab/""","""url"""
10716,"""https://greenechamber.org/Vd/filer/verification""","""url"""
10717,"""https://greenechamber.org/Vd/filer/verification/""","""url"""
10718,"""https://greenerwebhost.com/wp-admin/network/GhagFdafgBjJai/GhagFdafgBjJ",
10719,"""https://greenhug-cbd.com/dh/a1b2c3/80e9f519e11a14de5466863c77bcc245/sta",
10720,"""https://greenhug-cbd.com/dh/a1b2c3/80e9f519e11a14de5466863c77bcc245/sta",
10721,"""https://greenhug-cbd.com/dh/a1b2c3/a6f75ffb470d01f0923349c45320f94a/sta",
10722,"""https://greenhug-cbd.com/dh/a1b2c3/a6f75ffb470d01f0923349c45320f94a/sta",
10723,"""https://greenplan.dev.bitsandlikes.de/wp-admin/BBMBK/signin.php""","""url"""
10724,"""https://greenwayweb.com/wp-content/themes/Avada/bbpress/content-searrch",
10725,"""https://groundedmediumorchidsystem.171712.repl.co/step2.php""","""url"""
10726,"""https://grubbokep18thn.duckdns.org""","""url"""
10727,"""https://grubbokep18thn.duckdns.org/""","""url"""
10728,"""https://grubvideo-viral-terbaru.duckdns.org""","""url"""
10729,"""https://grubvideo-viral-terbaru.duckdns.org/""","""url"""
10730,"""https://gruppo26-2022-online.preview-domain.com/""","""url"""
10731,"""https://grupterbaruviral2022.duckdns.org""","""url"""
10732,"""https://grupwatanteviral.astk.xyz""","""url"""
10733,"""https://gy6rt.dre6t.repl.co""","""url"""
10734,"""https://gy6rt.dre6t.repl.co/""","""url"""
10735,"""https://hakbukmarch22.ml/f.php""","""url"""
10736,"""https://han.gl/bgnDG""","""url"""
10737,"""https://handvina.com/wp-includes/certificates/enviar03.php""","""url"""
10738,"""https://hangovertest1.blogspot.com/2021/12/window.html""","""url"""
10739,"""https://hans-ledlite.com/secureID""","""url"""
10740,"""https://hans-ledlite.com/secureID/""","""url"""
10741,"""https://happybirthsdayyyyyyyyyyyyyyyyy.firebaseapp.com/""","""url"""
10742,"""https://happybirthsdayyyyyyyyyyyyyyyyy.web.app/""","""url"""
10743,"""https://harimirchi.in/lise/facilisveritatis""","""url"""
10744,"""https://hasnainiqbal.com/teams/appsuite""","""url"""
10745,"""https://hasnainiqbal.com/teams/appsuite/""","""url"""
10746,"""https://hastt-secu0.duckdns.org/efs/servlet/efs/login""","""url"""
10747,"""https://hautemondeevents.com/""","""url"""
10748,"""https://havas666.com/xml/index.html""","""url"""
10749,"""https://havasgroup.com.au/""","""url"""
10750,"""https://healthsomenutrition.com/thheet/MRWE/login/ses/index""","""url"""
10751,"""https://hectorcalle.com/listbul.exe""","""url"""
10752,"""https://helloword122-b1512a.ingress-bonde.ewp.live/1209/10/11/M3tri-php",
10753,"""https://helpdesk.co.vu""","""url"""
10754,"""https://helpdesk.co.vu/""","""url"""
10755,"""https://helppaccountpageds.co.vu/directory-update/""","""url"""
10756,"""https://hgwxpf87-u.funnull01.vip/""","""url"""
10757,"""https://hiacecirebontrans.com/billsdocus/onedrive""","""url"""
10758,"""https://hikttyxcguslptie-dot-l00p0-8n54.ue.r.appspot.com/#""","""url"""
10759,"""https://himtecnologia.com/lbpiaccess/""","""url"""
10760,"""https://hiperbahia.com/""","""url"""
10761,"""https://hitswhatsapp21.bruntalhostlive.my.id""","""url"""
10762,"""https://hitswhatsapp21.bruntalhostlive.my.id/""","""url"""
10763,"""https://hlop.in/usps/verification/""","""url"""
10764,"""https://hlzbfsler6056outlook.wordpress.com/""","""url"""
10765,"""https://hoepwqepw425.ga/nfwhsd-s0dwoisudwoad-wsqoasd-eqoais-wosid-d0qoa",
10766,"""https://hoepwqepw425.ga/nfwhsd-s0dwoisudwoad-wsqoasd-eqoais-wosid-d0qoa",
10767,"""https://hoepwqepw425.ga/nfwhsd-s0dwoisudwoad-wsqoasd-eqoais-wosid-d0qoa",
10768,"""https://hoepwqepw425.ga/nfwhsd-s0dwoisudwoad-wsqoasd-eqoais-wosid-d0qoa",
10769,"""https://hoepwqepw425.ga/nfwhsd-s0dwoisudwoad-wsqoasd-eqoais-wosid-d0qoa",
10770,"""https://hoepwqepw425.ga/nfwhsd-s0dwoisudwoad-wsqoasd-eqoais-wosid-d0qoa",
10771,"""https://hoiqkael.alaheofd.com/am/?rabu""","""url"""
10772,"""https://hojeciais.blob.core.windows.net/newcontainer/ACHremittance06-07",
10773,"""https://holy-grass-1942.on.fleek.co""","""url"""
10774,"""https://holy-grass-1942.on.fleek.co/""","""url"""
10775,"""https://home.babyswap.biz/metamask/index.html""","""url"""
10776,"""https://homefoodfav.ga/52fc779""","""url"""
10777,"""https://homefoodfav.ga/52fc779/""","""url"""
10778,"""https://homefoodfav.ga/5d959e0""","""url"""
10779,"""https://homefoodfav.ga/5d959e0/""","""url"""
10780,"""https://homefoodfav.ga/76191bb""","""url"""
10781,"""https://homefoodfav.ga/76191bb/""","""url"""
10782,"""https://homefoodfav.ga/eff4d19""","""url"""
10783,"""https://homefoodfav.ga/eff4d19/""","""url"""
10784,"""https://homepage-login.com/3mtb/login.php""","""url"""
10785,"""https://hoshahfd25.firebaseapp.com/#""","""url"""
10786,"""https://hostal-alfonso12.com/clases/SKtPvv/""","""url"""
10787,"""https://hosting2215432.online.pro/millenium_payment.php""","""url"""
10788,"""https://hotm.art/DhYW9HQl""","""url"""
10789,"""https://hotnews.lol/home/""","""url"""
10790,"""https://hpplotters.in/a/sec/security/verify/login.php""","""url"""
10791,"""https://hs-group.be/wp-includes/block-patterns/ApZdh/""","""url"""
10792,"""https://hsbc.uk.co.utjf.xyz""","""url"""
10793,"""https://hsbc.uk.co.utjf.xyz/""","""url"""
